fen,move,move_san,move_number,to_move,evaluation,piece_count
4rrk1/1p2pp1p/p4b2/2qp1P2/6P1/1BNQ4/PPP3P1/R4R1K b - - 2 18,f6c3,Bxc3,36,black,3.2,23
4rrk1/1p2pp1p/p7/2qp1P2/6P1/1BbQ4/PPP3P1/R4R1K w - - 0 19,b2c3,bxc3,37,white,0.0,22
4rrk1/1p2pp1p/p7/2qp1P2/6P1/1BPQ4/P1P3P1/R4R1K b - - 0 19,e7e6,e6,38,black,3.3,21
4rrk1/1p3p1p/p3p3/2qp1P2/6P1/1BPQ4/P1P3P1/R4R1K w - - 0 20,a1e1,Rae1,39,white,3.3,21
4rrk1/1p3p1p/p3p3/2qp1P2/6P1/1BPQ4/P1P3P1/4RR1K b - - 1 20,c5d6,Qd6,40,black,3.3,21
4rrk1/1p3p1p/p2qp3/3p1P2/6P1/1BPQ4/P1P3P1/4RR1K w - - 2 21,d3d2,Qd2,41,white,3.3,21
4rrk1/1p3p1p/p2qp3/3p1P2/6P1/1BP5/P1PQ2P1/4RR1K b - - 3 21,d6d8,Qd8,42,black,3.3,21
3qrrk1/1p3p1p/p3p3/3p1P2/6P1/1BP5/P1PQ2P1/4RR1K w - - 4 22,d2h6,Qh6,43,white,3.3,21
3qrrk1/1p3p1p/p3p2Q/3p1P2/6P1/1BP5/P1P3P1/4RR1K b - - 5 22,e6f5,exf5,44,black,3.3,21
3qrrk1/1p3p1p/p6Q/3p1p2/6P1/1BP5/P1P3P1/4RR1K w - - 0 23,g4f5,gxf5,45,white,2.3,20
3qrrk1/1p3p1p/p6Q/3p1P2/8/1BP5/P1P3P1/4RR1K b - - 0 23,g8h8,Kh8,46,black,3.3,19
3qrr1k/1p3p1p/p6Q/3p1P2/8/1BP5/P1P3P1/4RR1K w - - 1 24,e1d1,Rd1,47,white,3.3,19
3qrr1k/1p3p1p/p6Q/3p1P2/8/1BP5/P1P3P1/3R1R1K b - - 2 24,e8e4,Re4,48,black,3.3,19
3q1r1k/1p3p1p/p6Q/3p1P2/4r3/1BP5/P1P3P1/3R1R1K w - - 3 25,f5f6,f6,49,white,3.3,19
3q1r1k/1p3p1p/p4P1Q/3p4/4r3/1BP5/P1P3P1/3R1R1K b - - 0 25,f8g8,Rg8,50,black,3.3,19
3q2rk/1p3p1p/p4P1Q/3p4/4r3/1BP5/P1P3P1/3R1R1K w - - 1 26,b3d5,Bxd5,51,white,3.3,19
3q2rk/1p3p1p/p4P1Q/3B4/4r3/2P5/P1P3P1/3R1R1K b - - 0 26,d8e8,Qe8,52,black,4.3,18
4q1rk/1p3p1p/p4P1Q/3B4/4r3/2P5/P1P3P1/3R1R1K w - - 1 27,d5e4,Bxe4,53,white,4.3,18
4q1rk/1p3p1p/p4P1Q/8/4B3/2P5/P1P3P1/3R1R1K b - - 0 27,e8e4,Qxe4,54,black,9.3,17
6rk/1p3p1p/p4P1Q/8/4q3/2P5/P1P3P1/3R1R1K w - - 0 28,f1g1,Rg1,55,white,6.0,16
6rk/1p3p1p/p4P1Q/8/4q3/2P5/P1P3P1/3R2RK b - - 1 28,e4g4,Qg4,56,black,6.0,16
6rk/1p3p1p/p4P1Q/8/6q1/2P5/P1P3P1/3R2RK w - - 2 29,d1e1,Rde1,57,white,6.0,16
6rk/1p3p1p/p4P1Q/8/6q1/2P5/P1P3P1/4R1RK b - - 3 29,b7b6,b6,58,black,6.0,16
6rk/5p1p/pp3P1Q/8/6q1/2P5/P1P3P1/4R1RK w - - 0 30,e1e7,Re7,59,white,6.0,16
6rk/4Rp1p/pp3P1Q/8/6q1/2P5/P1P3P1/6RK b - - 1 30,g4g6,Qg6,60,black,6.0,16
6rk/4Rp1p/pp3PqQ/8/8/2P5/P1P3P1/6RK w - - 2 31,h6g6,Qxg6,61,white,6.0,16
6rk/4Rp1p/pp3PQ1/8/8/2P5/P1P3P1/6RK b - - 0 31,f7g6,fxg6,62,black,15.0,15
6rk/4R2p/pp3Pp1/8/8/2P5/P1P3P1/6RK w - - 0 32,g1e1,Rge1,63,white,6.0,14
6rk/4R2p/pp3Pp1/8/8/2P5/P1P3P1/4R2K b - - 1 32,g8f8,Rf8,64,black,6.0,14
5r1k/4R2p/pp3Pp1/8/8/2P5/P1P3P1/4R2K w - - 2 33,e7e8,Re8,65,white,6.0,14
4Rr1k/7p/pp3Pp1/8/8/2P5/P1P3P1/4R2K b - - 3 33,h8g8,Kg8,66,black,6.0,14
4Rrk1/7p/pp3Pp1/8/8/2P5/P1P3P1/4R2K w - - 4 34,e1e7,R1e7,67,white,6.0,14
4Rrk1/4R2p/pp3Pp1/8/8/2P5/P1P3P1/7K b - - 5 34,b6b5,b5,68,black,6.0,14
4Rrk1/4R2p/p4Pp1/1p6/8/2P5/P1P3P1/7K w - - 0 35,e7g7,Rg7+,69,white,6.0,14
r1bqk1nr/ppp2ppp/2n1p3/b2p4/3PP3/P1N5/1PP1NPPP/R1BQKB1R w KQkq - 1 6,e4e5,e5,11,white,0.0,32
r1bqk1nr/ppp2ppp/2n1p3/b2pP3/3P4/P1N5/1PP1NPPP/R1BQKB1R b KQkq - 0 6,g8e7,Nge7,12,black,0.0,32
r1bqk2r/ppp1nppp/2n1p3/b2pP3/3P4/P1N5/1PP1NPPP/R1BQKB1R w KQkq - 1 7,e2f4,Nf4,13,white,0.0,32
r1bqk2r/ppp1nppp/2n1p3/b2pP3/3P1N2/P1N5/1PP2PPP/R1BQKB1R b KQkq - 2 7,e8g8,O-O,14,black,0.0,32
r1bq1rk1/ppp1nppp/2n1p3/b2pP3/3P1N2/P1N5/1PP2PPP/R1BQKB1R w KQ - 3 8,c1e3,Be3,15,white,0.0,32
r1bq1rk1/ppp1nppp/2n1p3/b2pP3/3P1N2/P1N1B3/1PP2PPP/R2QKB1R b KQ - 4 8,f7f6,f6,16,black,0.0,32
r1bq1rk1/ppp1n1pp/2n1pp2/b2pP3/3P1N2/P1N1B3/1PP2PPP/R2QKB1R w KQ - 0 9,e5f6,exf6,17,white,0.0,32
r1bq1rk1/ppp1n1pp/2n1pP2/b2p4/3P1N2/P1N1B3/1PP2PPP/R2QKB1R b KQ - 0 9,f8f6,Rxf6,18,black,1.0,31
r1bq2k1/ppp1n1pp/2n1pr2/b2p4/3P1N2/P1N1B3/1PP2PPP/R2QKB1R w KQ - 0 10,f4h5,Nh5,19,white,0.0,30
r1bq2k1/ppp1n1pp/2n1pr2/b2p3N/3P4/P1N1B3/1PP2PPP/R2QKB1R b KQ - 1 10,f6f7,Rf7,20,black,0.0,30
r1bq2k1/ppp1nrpp/2n1p3/b2p3N/3P4/P1N1B3/1PP2PPP/R2QKB1R w KQ - 2 11,f1d3,Bd3,21,white,0.0,30
r1bq2k1/ppp1nrpp/2n1p3/b2p3N/3P4/P1NBB3/1PP2PPP/R2QK2R b KQ - 3 11,e6e5,e5,22,black,0.0,30
rn2kbnr/pp2pppp/2p5/q4b2/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 6,f1c4,Bc4,11,white,0.0,30
rn2kbnr/pp2pppp/2p5/q4b2/2BP4/2N2N2/PPP2PPP/R1BQK2R b KQkq - 3 6,g8f6,Nf6,12,black,0.0,30
rn2kb1r/pp2pppp/2p2n2/q4b2/2BP4/2N2N2/PPP2PPP/R1BQK2R w KQkq - 4 7,c1d2,Bd2,13,white,0.0,30
rn2kb1r/pp2pppp/2p2n2/q4b2/2BP4/2N2N2/PPPB1PPP/R2QK2R b KQkq - 5 7,b8d7,Nbd7,14,black,0.0,30
r3kb1r/pp1npppp/2p2n2/q4b2/2BP4/2N2N2/PPPB1PPP/R2QK2R w KQkq - 6 8,d1e2,Qe2,15,white,0.0,30
r3kb1r/pp1npppp/2p2n2/q4b2/2BP4/2N2N2/PPPBQPPP/R3K2R b KQkq - 7 8,e7e6,e6,16,black,0.0,30
r3kb1r/pp1n1ppp/2p1pn2/q4b2/2BP4/2N2N2/PPPBQPPP/R3K2R w KQkq - 0 9,e1g1,O-O,17,white,0.0,30
r3kb1r/pp1n1ppp/2p1pn2/q4b2/2BP4/2N2N2/PPPBQPPP/R4RK1 b kq - 1 9,a5c7,Qc7,18,black,0.0,30
r3kb1r/ppqn1ppp/2p1pn2/5b2/2BP4/2N2N2/PPPBQPPP/R4RK1 w kq - 2 10,h2h3,h3,19,white,0.0,30
r3kb1r/ppqn1ppp/2p1pn2/5b2/2BP4/2N2N1P/PPPBQPP1/R4RK1 b kq - 0 10,e8c8,O-O-O,20,black,0.0,30
2kr1b1r/ppqn1ppp/2p1pn2/5b2/2BP4/2N2N1P/PPPBQPP1/R4RK1 w - - 1 11,c4b3,Bb3,21,white,0.0,30
2kr1b1r/ppqn1ppp/2p1pn2/5b2/3P4/1BN2N1P/PPPBQPP1/R4RK1 b - - 2 11,h7h6,h6,22,black,0.0,30
2kr1b1r/ppqn1pp1/2p1pn1p/5b2/3P4/1BN2N1P/PPPBQPP1/R4RK1 w - - 0 12,f3e5,Ne5,23,white,0.0,30
2kr1b1r/ppqn1pp1/2p1pn1p/4Nb2/3P4/1BN4P/PPPBQPP1/R4RK1 b - - 1 12,d7e5,Nxe5,24,black,0.0,30
2kr1b1r/ppq2pp1/2p1pn1p/4nb2/3P4/1BN4P/PPPBQPP1/R4RK1 w - - 0 13,d4e5,dxe5,25,white,-3.2,29
2kr1b1r/ppq2pp1/2p1pn1p/4Pb2/8/1BN4P/PPPBQPP1/R4RK1 b - - 0 13,f6d5,Nd5,26,black,0.0,28
2kr1b1r/ppq2pp1/2p1p2p/3nPb2/8/1BN4P/PPPBQPP1/R4RK1 w - - 1 14,c3d5,Nxd5,27,white,0.0,28
2kr1b1r/ppq2pp1/2p1p2p/3NPb2/8/1B5P/PPPBQPP1/R4RK1 b - - 0 14,c6d5,cxd5,28,black,3.2,27
2kr1b1r/ppq2pp1/4p2p/3pPb2/8/1B5P/PPPBQPP1/R4RK1 w - - 0 15,c2c3,c3,29,white,0.0,26
2kr1b1r/ppq2pp1/4p2p/3pPb2/8/1BP4P/PP1BQPP1/R4RK1 b - - 0 15,g7g5,g5,30,black,0.0,26
2kr1b1r/ppq2p2/4p2p/3pPbp1/8/1BP4P/PP1BQPP1/R4RK1 w - - 0 16,f1e1,Rfe1,31,white,0.0,26
2kr1b1r/ppq2p2/4p2p/3pPbp1/8/1BP4P/PP1BQPP1/R3R1K1 b - - 1 16,f8e7,Be7,32,black,0.0,26
2kr3r/ppq1bp2/4p2p/3pPbp1/8/1BP4P/PP1BQPP1/R3R1K1 w - - 2 17,e2b5,Qb5,33,white,0.0,26
2kr3r/ppq1bp2/4p2p/1Q1pPbp1/8/1BP4P/PP1B1PP1/R3R1K1 b - - 3 17,c8b8,Kb8,34,black,0.0,26
1k1r3r/ppq1bp2/4p2p/1Q1pPbp1/8/1BP4P/PP1B1PP1/R3R1K1 w - - 4 18,d2e3,Be3,35,white,0.0,26
1k1r3r/ppq1bp2/4p2p/1Q1pPbp1/8/1BP1B2P/PP3PP1/R3R1K1 b - - 5 18,d8c8,Rc8,36,black,0.0,26
1kr4r/ppq1bp2/4p2p/1Q1pPbp1/8/1BP1B2P/PP3PP1/R3R1K1 w - - 6 19,a1c1,Rac1,37,white,0.0,26
1kr4r/ppq1bp2/4p2p/1Q1pPbp1/8/1BP1B2P/PP3PP1/2R1R1K1 b - - 7 19,a7a6,a6,38,black,0.0,26
1kr4r/1pq1bp2/p3p2p/1Q1pPbp1/8/1BP1B2P/PP3PP1/2R1R1K1 w - - 0 20,b5a4,Qa4,39,white,0.0,26
1kr4r/1pq1bp2/p3p2p/3pPbp1/Q7/1BP1B2P/PP3PP1/2R1R1K1 b - - 1 20,f5d3,Bd3,40,black,0.0,26
1kr4r/1pq1bp2/p3p2p/3pP1p1/Q7/1BPbB2P/PP3PP1/2R1R1K1 w - - 2 21,a4d4,Qd4,41,white,0.0,26
1kr4r/1pq1bp2/p3p2p/3pP1p1/3Q4/1BPbB2P/PP3PP1/2R1R1K1 b - - 3 21,e7c5,Bc5,42,black,0.0,26
1kr4r/1pq2p2/p3p2p/2bpP1p1/3Q4/1BPbB2P/PP3PP1/2R1R1K1 w - - 4 22,d4d3,Qxd3,43,white,0.0,26
1kr4r/1pq2p2/p3p2p/2bpP1p1/8/1BPQB2P/PP3PP1/2R1R1K1 b - - 0 22,c5e3,Bxe3,44,black,3.3,25
1kr4r/1pq2p2/p3p2p/3pP1p1/8/1BPQb2P/PP3PP1/2R1R1K1 w - - 0 23,e1e3,Rxe3,45,white,0.0,24
1kr4r/1pq2p2/p3p2p/3pP1p1/8/1BPQR2P/PP3PP1/2R3K1 b - - 0 23,h8g8,Rhg8,46,black,3.3,23
1kr3r1/1pq2p2/p3p2p/3pP1p1/8/1BPQR2P/PP3PP1/2R3K1 w - - 1 24,c3c4,c4,47,white,3.3,23
1kr3r1/1pq2p2/p3p2p/3pP1p1/2P5/1B1QR2P/PP3PP1/2R3K1 b - - 0 24,g5g4,g4,48,black,3.3,23
1kr3r1/1pq2p2/p3p2p/3pP3/2P3p1/1B1QR2P/PP3PP1/2R3K1 w - - 0 25,h3h4,h4,49,white,3.3,23
1kr3r1/1pq2p2/p3p2p/3pP3/2P3pP/1B1QR3/PP3PP1/2R3K1 b - - 0 25,g4g3,g3,50,black,3.3,23
1kr3r1/1pq2p2/p3p2p/3pP3/2P4P/1B1QR1p1/PP3PP1/2R3K1 w - - 0 26,e3g3,Rxg3,51,white,3.3,23
1kr3r1/1pq2p2/p3p2p/3pP3/2P4P/1B1Q2R1/PP3PP1/2R3K1 b - - 0 26,g8d8,Rgd8,52,black,4.3,22
1krr4/1pq2p2/p3p2p/3pP3/2P4P/1B1Q2R1/PP3PP1/2R3K1 w - - 1 27,g3e3,Re3,53,white,4.3,22
1krr4/1pq2p2/p3p2p/3pP3/2P4P/1B1QR3/PP3PP1/2R3K1 b - - 2 27,d5c4,dxc4,54,black,4.3,22
1krr4/1pq2p2/p3p2p/4P3/2p4P/1B1QR3/PP3PP1/2R3K1 w - - 0 28,d3c4,Qxc4,55,white,3.3,21
1krr4/1pq2p2/p3p2p/4P3/2Q4P/1B2R3/PP3PP1/2R3K1 b - - 0 28,c7a5,Qa5,56,black,4.3,20
1krr4/1p3p2/p3p2p/q3P3/2Q4P/1B2R3/PP3PP1/2R3K1 w - - 1 29,c4f1,Qf1,57,white,4.3,20
1krr4/1p3p2/p3p2p/q3P3/7P/1B2R3/PP3PP1/2R2QK1 b - - 2 29,a5d2,Qd2,58,black,4.3,20
1krr4/1p3p2/p3p2p/4P3/7P/1B2R3/PP1q1PP1/2R2QK1 w - - 3 30,c1c8,Rxc8+,59,white,4.3,20
1kRr4/1p3p2/p3p2p/4P3/7P/1B2R3/PP1q1PP1/5QK1 b - - 0 30,d8c8,Rxc8,60,black,9.3,19
1kr5/1p3p2/p3p2p/4P3/7P/1B2R3/PP1q1PP1/5QK1 w - - 0 31,e3c3,Rc3,61,white,4.3,18
1kr5/1p3p2/p3p2p/4P3/7P/1BR5/PP1q1PP1/5QK1 b - - 1 31,c8g8,Rg8,62,black,4.3,18
1k4r1/1p3p2/p3p2p/4P3/7P/1BR5/PP1q1PP1/5QK1 w - - 2 32,f1d1,Qd1,63,white,4.3,18
1k4r1/1p3p2/p3p2p/4P3/7P/1BR5/PP1q1PP1/3Q2K1 b - - 3 32,d2b2,Qxb2,64,black,4.3,18
1k4r1/1p3p2/p3p2p/4P3/7P/1BR5/Pq3PP1/3Q2K1 w - - 0 33,d1d6,Qd6+,65,white,3.3,17
1k4r1/1p3p2/p2Qp2p/4P3/7P/1BR5/Pq3PP1/6K1 b - - 1 33,b8a8,Ka8,66,black,3.3,17
k5r1/1p3p2/p2Qp2p/4P3/7P/1BR5/Pq3PP1/6K1 w - - 2 34,c3g3,Rg3,67,white,3.3,17
k5r1/1p3p2/p2Qp2p/4P3/7P/1B4R1/Pq3PP1/6K1 b - - 3 34,g8c8,Rc8,68,black,3.3,17
k1r5/1p3p2/p2Qp2p/4P3/7P/1B4R1/Pq3PP1/6K1 w - - 4 35,g3g7,Rg7,69,white,3.3,17
k1r5/1p3pR1/p2Qp2p/4P3/7P/1B6/Pq3PP1/6K1 b - - 5 35,b2c1,Qc1+,70,black,3.3,17
k1r5/1p3pR1/p2Qp2p/4P3/7P/1B6/P4PP1/2q3K1 w - - 6 36,d6d1,Qd1,71,white,3.3,17
k1r5/1p3pR1/p3p2p/4P3/7P/1B6/P4PP1/2qQ2K1 b - - 7 36,c1f4,Qf4,72,black,3.3,17
k1r5/1p3pR1/p3p2p/4P3/5q1P/1B6/P4PP1/3Q2K1 w - - 8 37,d1e1,Qe1,73,white,3.3,17
k1r5/1p3pR1/p3p2p/4P3/5q1P/1B6/P4PP1/4Q1K1 b - - 9 37,c8c1,Rc1,74,black,3.3,17
k7/1p3pR1/p3p2p/4P3/5q1P/1B6/P4PP1/2r1Q1K1 w - - 10 38,b3d1,Bd1,75,white,3.3,17
k7/1p3pR1/p3p2p/4P3/5q1P/8/P4PP1/2rBQ1K1 b - - 11 38,f4d4,Qd4,76,black,3.3,17
k7/1p3pR1/p3p2p/4P3/3q3P/8/P4PP1/2rBQ1K1 w - - 12 39,g7g8,Rg8+,77,white,3.3,17
k5R1/1p3p2/p3p2p/4P3/3q3P/8/P4PP1/2rBQ1K1 b - - 13 39,a8a7,Ka7,78,black,3.3,17
6R1/kp3p2/p3p2p/4P3/3q3P/8/P4PP1/2rBQ1K1 w - - 14 40,g8g4,Rg4,79,white,3.3,17
8/kp3p2/p3p2p/4P3/3q2RP/8/P4PP1/2rBQ1K1 b - - 15 40,d4g4,Qxg4,80,black,3.3,17
8/kp3p2/p3p2p/4P3/6qP/8/P4PP1/2rBQ1K1 w - - 0 41,e1e3,Qe3+,81,white,-1.7,16
8/kp3p2/p3p2p/4P3/6qP/4Q3/P4PP1/2rB2K1 b - - 1 41,a7a8,Ka8,82,black,-1.7,16
k7/1p3p2/p3p2p/4P3/6qP/4Q3/P4PP1/2rB2K1 w - - 2 42,e3c1,Qxc1,83,white,-1.7,16
k7/1p3p2/p3p2p/4P3/6qP/8/P4PP1/2QB2K1 b - - 0 42,g4h4,Qxh4,84,black,3.3,15
k7/1p3p2/p3p2p/4P3/7q/8/P4PP1/2QB2K1 w - - 0 43,d1f3,Bf3,85,white,2.3,14
k7/1p3p2/p3p2p/4P3/7q/5B2/P4PP1/2Q3K1 b - - 1 43,h4b4,Qb4,86,black,2.3,14
k7/1p3p2/p3p2p/4P3/1q6/5B2/P4PP1/2Q3K1 w - - 2 44,c1h6,Qxh6,87,white,2.3,14
k7/1p3p2/p3p2Q/4P3/1q6/5B2/P4PP1/6K1 b - - 0 44,b4e1,Qe1+,88,black,3.3,13
k7/1p3p2/p3p2Q/4P3/8/5B2/P4PP1/4q1K1 w - - 1 45,g1h2,Kh2,89,white,3.3,13
k7/1p3p2/p3p2Q/4P3/8/5B2/P4PPK/4q3 b - - 2 45,e1e5,Qxe5+,90,black,3.3,13
k7/1p3p2/p3p2Q/4q3/8/5B2/P4PPK/8 w - - 0 46,g2g3,g3,91,white,2.3,12
k7/1p3p2/p3p2Q/4q3/8/5BP1/P4P1K/8 b - - 0 46,e5f5,Qf5,92,black,2.3,12
k7/1p3p2/p3p2Q/5q2/8/5BP1/P4P1K/8 w - - 1 47,h6h8,Qh8+,93,white,2.3,12
k6Q/1p3p2/p3p3/5q2/8/5BP1/P4P1K/8 b - - 2 47,a8a7,Ka7,94,black,2.3,12
7Q/kp3p2/p3p3/5q2/8/5BP1/P4P1K/8 w - - 3 48,h8d4,Qd4+,95,white,2.3,12
8/kp3p2/p3p3/5q2/3Q4/5BP1/P4P1K/8 b - - 4 48,a7b8,Kb8,96,black,2.3,12
1k6/1p3p2/p3p3/5q2/3Q4/5BP1/P4P1K/8 w - - 5 49,f3e4,Be4,97,white,2.3,12
1k6/1p3p2/p3p3/5q2/3QB3/6P1/P4P1K/8 b - - 6 49,f5b5,Qb5,98,black,2.3,12
1k6/1p3p2/p3p3/1q6/3QB3/6P1/P4P1K/8 w - - 7 50,d4d6,Qd6+,99,white,2.3,12
1k6/1p3p2/p2Qp3/1q6/4B3/6P1/P4P1K/8 b - - 8 50,b8a7,Ka7,100,black,2.3,12
8/kp3p2/p2Qp3/1q6/4B3/6P1/P4P1K/8 w - - 9 51,d6c7,Qc7,101,white,2.3,12
8/kpQ2p2/p3p3/1q6/4B3/6P1/P4P1K/8 b - - 10 51,b5b2,Qb2,102,black,2.3,12
8/kpQ2p2/p3p3/8/4B3/6P1/Pq3P1K/8 w - - 11 52,c7f7,Qxf7,103,white,2.3,12
8/kp3Q2/p3p3/8/4B3/6P1/Pq3P1K/8 b - - 0 52,b2a2,Qxa2,104,black,3.3,11
8/kp3Q2/p3p3/8/4B3/6P1/q4P1K/8 w - - 0 53,f7b7,Qxb7#,105,white,2.3,10
rnb1kb1r/ppp2ppp/4p3/3q4/3P4/8/PPP2PPP/R1BQKBNR w KQkq - 0 6,g1f3,Nf3,11,white,0.0,28
rnb1kb1r/ppp2ppp/4p3/3q4/3P4/5N2/PPP2PPP/R1BQKB1R b KQkq - 1 6,b8c6,Nc6,12,black,0.0,28
r1b1kb1r/ppp2ppp/2n1p3/3q4/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq - 2 7,c2c4,c4,13,white,0.0,28
r1b1kb1r/ppp2ppp/2n1p3/3q4/2PP4/5N2/PP3PPP/R1BQKB1R b KQkq - 0 7,d5h5,Qh5,14,black,0.0,28
r1b1kb1r/ppp2ppp/2n1p3/7q/2PP4/5N2/PP3PPP/R1BQKB1R w KQkq - 1 8,f1e2,Be2,15,white,0.0,28
r1b1kb1r/ppp2ppp/2n1p3/7q/2PP4/5N2/PP2BPPP/R1BQK2R b KQkq - 2 8,f8b4,Bb4+,16,black,0.0,28
r1b1k2r/ppp2ppp/2n1p3/7q/1bPP4/5N2/PP2BPPP/R1BQK2R w KQkq - 3 9,c1d2,Bd2,17,white,0.0,28
r1b1k2r/ppp2ppp/2n1p3/7q/1bPP4/5N2/PP1BBPPP/R2QK2R b KQkq - 4 9,h5a5,Qa5,18,black,0.0,28
r1b1k2r/ppp2ppp/2n1p3/q7/1bPP4/5N2/PP1BBPPP/R2QK2R w KQkq - 5 10,a2a3,a3,19,white,0.0,28
r1b1k2r/ppp2ppp/2n1p3/q7/1bPP4/P4N2/1P1BBPPP/R2QK2R b KQkq - 0 10,b4d2,Bxd2+,20,black,0.0,28
r1b1k2r/ppp2ppp/2n1p3/q7/2PP4/P4N2/1P1bBPPP/R2QK2R w KQkq - 0 11,d1d2,Qxd2,21,white,-3.3,27
r1b1k2r/ppp2ppp/2n1p3/q7/2PP4/P4N2/1P1QBPPP/R3K2R b KQkq - 0 11,a5d2,Qxd2+,22,black,0.0,26
r1b1k2r/ppp2ppp/2n1p3/8/2PP4/P4N2/1P1qBPPP/R3K2R w KQkq - 0 12,e1d2,Kxd2,23,white,-9.0,25
r1b1k2r/ppp2ppp/2n1p3/8/2PP4/P4N2/1P1KBPPP/R6R b kq - 0 12,f7f6,f6,24,black,0.0,24
r1b1k2r/ppp3pp/2n1pp2/8/2PP4/P4N2/1P1KBPPP/R6R w kq - 0 13,e2d3,Bd3,25,white,0.0,24
r1b1k2r/ppp3pp/2n1pp2/8/2PP4/P2B1N2/1P1K1PPP/R6R b kq - 1 13,c8d7,Bd7,26,black,0.0,24
r3k2r/pppb2pp/2n1pp2/8/2PP4/P2B1N2/1P1K1PPP/R6R w kq - 2 14,a1e1,Rae1,27,white,0.0,24
r3k2r/pppb2pp/2n1pp2/8/2PP4/P2B1N2/1P1K1PPP/4R2R b kq - 3 14,e8g8,O-O,28,black,0.0,24
r4rk1/pppb2pp/2n1pp2/8/2PP4/P2B1N2/1P1K1PPP/4R2R w - - 4 15,d2c3,Kc3,29,white,0.0,24
r4rk1/pppb2pp/2n1pp2/8/2PP4/P1KB1N2/1P3PPP/4R2R b - - 5 15,e6e5,e5,30,black,0.0,24
r4rk1/pppb2pp/2n2p2/4p3/2PP4/P1KB1N2/1P3PPP/4R2R w - - 0 16,d4e5,dxe5,31,white,0.0,24
r4rk1/pppb2pp/2n2p2/4P3/2P5/P1KB1N2/1P3PPP/4R2R b - - 0 16,c6e5,Nxe5,32,black,1.0,23
r4rk1/pppb2pp/5p2/4n3/2P5/P1KB1N2/1P3PPP/4R2R w - - 0 17,f3e5,Nxe5,33,white,0.0,22
r4rk1/pppb2pp/5p2/4N3/2P5/P1KB4/1P3PPP/4R2R b - - 0 17,f6e5,fxe5,34,black,3.2,21
r4rk1/pppb2pp/8/4p3/2P5/P1KB4/1P3PPP/4R2R w - - 0 18,e1e5,Rxe5,35,white,0.0,20
r4rk1/pppb2pp/8/4R3/2P5/P1KB4/1P3PPP/7R b - - 0 18,f8f2,Rxf2,36,black,1.0,19
r5k1/pppb2pp/8/4R3/2P5/P1KB4/1P3rPP/7R w - - 0 19,d3e4,Be4,37,white,0.0,18
r5k1/pppb2pp/8/4R3/2P1B3/P1K5/1P3rPP/7R b - - 1 19,c7c6,c6,38,black,0.0,18
r5k1/pp1b2pp/2p5/4R3/2P1B3/P1K5/1P3rPP/7R w - - 0 20,e5e7,Re7,39,white,0.0,18
r5k1/pp1bR1pp/2p5/8/2P1B3/P1K5/1P3rPP/7R b - - 1 20,a8e8,Re8,40,black,0.0,18
4r1k1/pp1bR1pp/2p5/8/2P1B3/P1K5/1P3rPP/7R w - - 2 21,e7d7,Rxd7,41,white,0.0,18
4r1k1/pp1R2pp/2p5/8/2P1B3/P1K5/1P3rPP/7R b - - 0 21,e8e4,Rxe4,42,black,3.3,17
6k1/pp1R2pp/2p5/8/2P1r3/P1K5/1P3rPP/7R w - - 0 22,d7b7,Rxb7,43,white,0.0,16
6k1/pR4pp/2p5/8/2P1r3/P1K5/1P3rPP/7R b - - 0 22,f2g2,Rxg2,44,black,1.0,15
6k1/pR4pp/2p5/8/2P1r3/P1K5/1P4rP/7R w - - 0 23,h1f1,Rf1,45,white,0.0,14
6k1/pR4pp/2p5/8/2P1r3/P1K5/1P4rP/5R2 b - - 1 23,e4e8,Re8,46,black,0.0,14
4r1k1/pR4pp/2p5/8/2P5/P1K5/1P4rP/5R2 w - - 2 24,b7a7,Rxa7,47,white,0.0,14
4r1k1/R5pp/2p5/8/2P5/P1K5/1P4rP/5R2 b - - 0 24,g2h2,Rxh2,48,black,1.0,13
4r1k1/R5pp/2p5/8/2P5/P1K5/1P5r/5R2 w - - 0 25,b2b4,b4,49,white,0.0,12
4r1k1/R5pp/2p5/8/1PP5/P1K5/7r/5R2 b - - 0 25,h2h3,Rh3+,50,black,0.0,12
4r1k1/R5pp/2p5/8/1PP5/P1K4r/8/5R2 w - - 1 26,c3d4,Kd4,51,white,0.0,12
4r1k1/R5pp/2p5/8/1PPK4/P6r/8/5R2 b - - 2 26,h3h5,Rh5,52,black,0.0,12
4r1k1/R5pp/2p5/7r/1PPK4/P7/8/5R2 w - - 3 27,f1f7,Rff7,53,white,0.0,12
4r1k1/R4Rpp/2p5/7r/1PPK4/P7/8/8 b - - 4 27,e8d8,Rd8+,54,black,0.0,12
3r2k1/R4Rpp/2p5/7r/1PPK4/P7/8/8 w - - 5 28,a7d7,Rad7,55,white,0.0,12
3r2k1/3R1Rpp/2p5/7r/1PPK4/P7/8/8 b - - 6 28,h5h4,Rh4+,56,black,0.0,12
3r2k1/3R1Rpp/2p5/8/1PPK3r/P7/8/8 w - - 7 29,d4c5,Kc5,57,white,0.0,12
3r2k1/3R1Rpp/2p5/2K5/1PP4r/P7/8/8 b - - 8 29,d8d7,Rxd7,58,black,0.0,12
6k1/3r1Rpp/2p5/2K5/1PP4r/P7/8/8 w - - 0 30,f7d7,Rxd7,59,white,-5.0,11
